@relation TimeBasedFeatures-15s-TOR-NonTOR-85.arff

@attribute total_fiat numeric
@attribute total_biat numeric
@attribute min_fiat numeric
@attribute min_biat numeric
@attribute class1 {TOR,NONTOR}

@data
26736,939,7359411,7429782,NONTOR
18718,596,9759766,9760556,NONTOR
328131,322921,812607,826508,NONTOR
8291714,8365529,8291714,8365529,NONTOR
-1,-1,-1,-1,NONTOR
12043366,11813112,12043366,11813112,NONTOR
19628,401,11343967,11344655,NONTOR
-1,-1,-1,-1,NONTOR
26192,1322,5231943,5234375,NONTOR
9327,482,5168849,5168990,NONTOR
13387,124,4249128,4325744,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
5,18,1547,1092,NONTOR
22,-1,706,-1,NONTOR
35,115,1914,1995,NONTOR
5,348,1959,1102,NONTOR
131,-1,200,-1,NONTOR
24,102,1786,1851,NONTOR
5,1126,2354,1241,NONTOR
27,-1,337,-1,NONTOR
24,104,1302,1368,NONTOR
241,-1,241,-1,NONTOR
5,454,19805,19216,NONTOR
19,-1,417,-1,NONTOR
33,116,1328,1428,NONTOR
3,11,12336,5310,NONTOR
11,-1,503,-1,NONTOR
42,117,2889,1781,NONTOR
77,-1,217,-1,NONTOR
3,10,2185,1184,NONTOR
12,-1,281,-1,NONTOR
33,137,917,1119,NONTOR
157,-1,157,-1,NONTOR
3,51,2194,1175,NONTOR
27,-1,715,-1,NONTOR
34,143,1416,1420,NONTOR
135,-1,135,-1,NONTOR
3,49,37252,36654,NONTOR
33,115,1632,1687,NONTOR
63,-1,239,-1,NONTOR
419,608,5513761,5514632,NONTOR
3,11,2111,1246,NONTOR
32,117,1685,1752,NONTOR
69,-1,1361,-1,NONTOR
3,10,3583,1184,NONTOR
11,-1,472,-1,NONTOR
33,120,972,1078,NONTOR
167,-1,318,-1,NONTOR
3,37,2201,1500,NONTOR
11,-1,683,-1,NONTOR
35,92,1299,1019,NONTOR
86,-1,13382,-1,NONTOR
3,10,13770,6106,NONTOR
17,-1,536,-1,NONTOR
33,23,1659,1740,NONTOR
38,-1,277,-1,NONTOR
3,10,219661,219117,NONTOR
11,-1,535,-1,NONTOR
3,53,142939,140978,NONTOR
12,-1,1141,-1,NONTOR
26,22,1009,1101,NONTOR
47,-1,1001,-1,NONTOR
27,476,19299,19428,NONTOR
207,-1,207,-1,NONTOR
33,36,2683,2768,NONTOR
607,710,3170802,3177225,NONTOR
3,10,2112,1131,NONTOR
12,-1,951,-1,NONTOR
48,34,1695,1758,NONTOR
63,-1,731,-1,NONTOR
3,49,2284,1669,NONTOR
18,-1,746,-1,NONTOR
33,37,1884,1966,NONTOR
79,-1,1045,-1,NONTOR
19,-1,1230,-1,NONTOR
35,34,1043,1229,NONTOR
62,-1,651,-1,NONTOR
3,48,3057,2024,NONTOR
15,-1,788,-1,NONTOR
63,-1,887,-1,NONTOR
3,10,9078,3248,NONTOR
12,-1,221,-1,NONTOR
36,36,1718,1782,NONTOR
78,-1,1132,-1,NONTOR
41,-1,625,-1,NONTOR
33,37,1506,1638,NONTOR
62,-1,925,-1,NONTOR
3,11,24285,22710,NONTOR
11,-1,520,-1,NONTOR
77,-1,923,-1,NONTOR
3,10,16363,14389,NONTOR
11,-1,879,-1,NONTOR
23,24,2358,2380,NONTOR
42,-1,551,-1,NONTOR
27,551,25414,24330,NONTOR
147,-1,147,-1,NONTOR
38,41,2110,2172,NONTOR
60,-1,776,-1,NONTOR
4,68,33865,33186,NONTOR
20,-1,507,-1,NONTOR
60,-1,813,-1,NONTOR
411,1244,59957928,612962,NONTOR
224,-1,224,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
621,663,1529578,1581490,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
2,2,4950293,5010572,NONTOR
297,2077,1049576,1049856,NONTOR
144,921,378,921,NONTOR
143,960,400,960,NONTOR
12,40,461462,360632,NONTOR
140,897,337,897,NONTOR
146,916,374,916,NONTOR
143,975,346,975,NONTOR
144,867,360,867,NONTOR
145,890,398,890,NONTOR
7,5,1985493,2043343,NONTOR
44,897,494,897,NONTOR
119,952,325,952,NONTOR
5,4,1431755,1481977,NONTOR
132,953,500,953,NONTOR
4,1,3494237,3545976,NONTOR
76,730,423,730,NONTOR
3,8,1586305,1634337,NONTOR
91,1059,690,1059,NONTOR
88,1000,446,1000,NONTOR
90,1019,499,1019,NONTOR
39,13,26681,26567,NONTOR
101,1101,493,1101,NONTOR
91,3429,588,3429,NONTOR
6,8,58425,58239,NONTOR
85,1071,553,1071,NONTOR
62,986,1069,986,NONTOR
84,2381,2000,2381,NONTOR
5,8,48787,48844,NONTOR
96,997,455,997,NONTOR
211,905,396,905,NONTOR
5,8,1446558,1496535,NONTOR
2,2,5914932,6122576,NONTOR
6,13,200070,1648,NONTOR
63,-1,63,-1,NONTOR
6,6,5498271,5558263,NONTOR
442,3777,807702,808151,NONTOR
32,21,10489744,10706588,NONTOR
4,12,197258,12458,NONTOR
11,58,3866551,4071729,NONTOR
8,5,6275583,462167,NONTOR
5,4,5291250,5344061,NONTOR
410,18923,1117983,1118370,NONTOR
13,42,1074,1089,NONTOR
387,-1,387,-1,NONTOR
25,35,1394,1931,NONTOR
-1,-1,-1,-1,NONTOR
28,304,1434,1038,NONTOR
134,-1,134,-1,NONTOR
46,35,1278,1784,NONTOR
22,266,2054,1283,NONTOR
303,-1,303,-1,NONTOR
42,81,1071,1302,NONTOR
-1,-1,-1,-1,NONTOR
14,432,19253,19237,NONTOR
41,68,970,1366,NONTOR
-1,-1,-1,-1,NONTOR
23,-1,23,-1,NONTOR
7,26,5180,5219,NONTOR
289,-1,289,-1,NONTOR
385,-1,385,-1,NONTOR
8,26,1705,1235,NONTOR
281,-1,281,-1,NONTOR
24,35,660,1069,NONTOR
-1,-1,-1,-1,NONTOR
765,-1,765,-1,NONTOR
13,41,1709,1227,NONTOR
46,35,1076,1357,NONTOR
24,-1,24,-1,NONTOR
13,41,37001,36682,NONTOR
558,-1,558,-1,NONTOR
50,35,1100,1626,NONTOR
851,-1,851,-1,NONTOR
8,26,1514,1194,NONTOR
44,38,1184,1690,NONTOR
1370,-1,1370,-1,NONTOR
8,26,1677,1235,NONTOR
232,-1,232,-1,NONTOR
114,35,587,1019,NONTOR
8,27,1939,1600,NONTOR
77,57,1098,1026,NONTOR
12881,-1,12881,-1,NONTOR
8,25,5950,6003,NONTOR
209,-1,209,-1,NONTOR
46,35,1171,1678,NONTOR
417,-1,417,-1,NONTOR
7,25,218966,219027,NONTOR
530,-1,530,-1,NONTOR
368,-1,368,-1,NONTOR
114,35,641,1048,NONTOR
859,-1,859,-1,NONTOR
22,441,18681,19404,NONTOR
30,38,2514,2706,NONTOR
593,756,3163547,3177197,NONTOR
12,40,1633,1081,NONTOR
44,36,1182,1695,NONTOR
851,-1,851,-1,NONTOR
13,41,1945,1598,NONTOR
347,-1,347,-1,NONTOR
45,35,1367,1900,NONTOR
959,-1,959,-1,NONTOR
13,42,25882,25365,NONTOR
910,-1,910,-1,NONTOR
33,23,830,1163,NONTOR
339,-1,339,-1,NONTOR
8,26,1967,1961,NONTOR
44,43,1137,1498,NONTOR
8,26,3186,3233,NONTOR
221,-1,221,-1,NONTOR
45,279,1195,1717,NONTOR
12,40,1175,1249,NONTOR
458,-1,458,-1,NONTOR
23,319,943,1575,NONTOR
37,-1,905,-1,NONTOR
8,26,23422,22741,NONTOR
370,-1,370,-1,NONTOR
20,231,1934,1430,NONTOR
11,-1,1998,-1,NONTOR
7,25,14244,14282,NONTOR
115,-1,115,-1,NONTOR
16,432,1902,2323,NONTOR
11,-1,409,-1,NONTOR
48,523,24953,24357,NONTOR
30,326,1920,2104,NONTOR
13,43,33759,33209,NONTOR
249,-1,249,-1,NONTOR
14,-1,1757,-1,NONTOR
1004,1155,59957530,612953,NONTOR
237,-1,237,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
23,-1,23,-1,NONTOR
-1,-1,-1,-1,NONTOR
23,-1,23,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
66,1,77468,39837,NONTOR
3,-1,220,-1,NONTOR
28,0,28991,29625,NONTOR
2,-1,429,-1,NONTOR
31,1,23786,24132,NONTOR
1,-1,829,-1,NONTOR
31,1,15057,15570,NONTOR
1,-1,737,-1,NONTOR
97,1,1988,2895,NONTOR
2,-1,267,-1,NONTOR
34,1,29744,29692,NONTOR
1,-1,650,-1,NONTOR
34,1,34436,35173,NONTOR
1,-1,175,-1,NONTOR
63,3,75122,37937,NONTOR
60,1,37643,37300,NONTOR
154,-1,154,-1,NONTOR
74,0,38090,37765,NONTOR
2,-1,2,-1,NONTOR
65,0,38551,38126,NONTOR
2,-1,2,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
6,33,4549295,4628460,NONTOR
-1,-1,-1,-1,NONTOR
2,2,4801515,4878736,NONTOR
-1,-1,-1,-1,NONTOR
1,2,5399715,5400334,NONTOR
2,2,4297356,4297896,NONTOR
1,1,6431468,6432207,NONTOR
1,2,2237169,2237766,NONTOR
6,7,5398884,72178,NONTOR
2,3,4761244,4836778,NONTOR
-1,-1,-1,-1,NONTOR
2,1001,2159,45387,NONTOR
3,-1,5933,-1,NONTOR
3,-1,20067,-1,NONTOR
3,-1,17030,-1,NONTOR
2,4,248409,373381,NONTOR
3,-1,28391,-1,NONTOR
2,4,596846,2127527,NONTOR
2,540,577907,2064120,NONTOR
2,1279,681289,9101551,NONTOR
2,7942,788149,8491096,NONTOR
2,2709796,560336,2709796,NONTOR
3,-1,19937,-1,NONTOR
2,14950,941712,2165352,NONTOR
33,-1,33,-1,NONTOR
2,1293,912952,6589188,NONTOR
2,9511,912337,4922194,NONTOR
2,13,1985825,8917919,NONTOR
2,3641908,916165,3705373,NONTOR
2,7241308,822786,7241308,NONTOR
2,21002,829794,4224368,NONTOR
428,461,3043806,3039993,NONTOR
3,-1,125894,-1,NONTOR
2,9605154,676705,9605154,NONTOR
2,-1,245439,-1,NONTOR
2001,51476,340495,239695,NONTOR
5,-1,938,-1,NONTOR
2,790,637251,11193043,NONTOR
2,5513,345697,4628813,NONTOR
3,-1,6051,-1,NONTOR
5,813,867021,821363,NONTOR
5,-1,1249,-1,NONTOR
7,689,66086,98786,NONTOR
2,1277,665509,3439031,NONTOR
2,651,462553,2518508,NONTOR
1642,7469,9259212,9291382,NONTOR
3,-1,3462,-1,NONTOR
2,893,346485,3045621,NONTOR
5,-1,859,-1,NONTOR
3,-1,851,-1,NONTOR
2,7922,645231,4614428,NONTOR
2,513,316506,1407677,NONTOR
3,-1,1989,-1,NONTOR
2,4,894531,5259080,NONTOR
2,967,1285935,3440164,NONTOR
2,841850,890913,12622316,NONTOR
2,12581532,851449,12581532,NONTOR
2,7035555,866153,7035555,NONTOR
2,875357,1075847,875357,NONTOR
2,5993,546083,7306885,NONTOR
29962,2,5412971,1051014,NONTOR
2,5992,1050145,6228311,NONTOR
5030,2,6322944,871215,NONTOR
2,5209582,604668,5209582,NONTOR
2,9017,705603,5125602,NONTOR
9000,2,1061795,1040338,NONTOR
2,6991,1056535,1628192,NONTOR
2,6,741885,2085797,NONTOR
5,1286,24327,23960,NONTOR
9362,2,4434936,1054528,NONTOR
5,1376,63051,49453,NONTOR
694447,2,3880142,607406,NONTOR
2,593,740922,3533252,NONTOR
6,2,5984489,821568,NONTOR
2,3,808512,5141351,NONTOR
1995,2,6258853,685882,NONTOR
3,2,2803288,846311,NONTOR
2,20,1044625,4594279,NONTOR
-1,2,-1,924708,NONTOR
364309,2,7299787,796585,NONTOR
2,6989,470551,1815862,NONTOR
2,702923,647973,2946472,NONTOR
1123,2159,623164,677156,NONTOR
5,-1,11748,-1,NONTOR
2925072,2,4829050,1235324,NONTOR
-1,2,-1,604035,NONTOR
2,2239787,541847,4465949,NONTOR
-1,2,-1,796023,NONTOR
2,21316,508527,2626686,NONTOR
12,2,3481447,641504,NONTOR
2,4,559133,1463596,NONTOR
-1,2,-1,595095,NONTOR
2,6,497990,3693986,NONTOR
2646,2,1690464,642276,NONTOR
2,12154,285100,2395025,NONTOR
1581,96161,1472368,1523333,NONTOR
3,-1,464116,-1,NONTOR
6,2,4402314,641293,NONTOR
2,933,566307,3645478,NONTOR
9319,49686,800948,858260,NONTOR
3,-1,4866,-1,NONTOR
1709,2,3368235,582740,NONTOR
2,1114,402364,2154283,NONTOR
2,515,272259,2003644,NONTOR
1997,12248,12294297,12372800,NONTOR
3,-1,4560,-1,NONTOR
2,1773,332877,1237677,NONTOR
3,-1,6674,-1,NONTOR
1284,2,2693879,671168,NONTOR
3,2,2857817,507992,NONTOR
1976,18972,60394819,2905165,NONTOR
256,-1,256,-1,NONTOR
6,2,536362,427651,NONTOR
30400,2,6604827,353993,NONTOR
-1,2,-1,553981,NONTOR
357101,2,2215800,623248,NONTOR
1714545,2,7558987,462367,NONTOR
4,2,2091370,403193,NONTOR
2062946,2,2150320,580472,NONTOR
4741,2,8751467,843238,NONTOR
51172,2,2907031,777330,NONTOR
6,-1,12,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
32,13,23354,23701,NONTOR
236,-1,5904,-1,NONTOR
25,13,3223,3991,NONTOR
28,13,48486,48546,NONTOR
0,12,249030,248979,NONTOR
8,12,597570,657262,NONTOR
3,12,577877,623886,NONTOR
2,12,610396,613731,NONTOR
37,13,506306,588879,NONTOR
1052,437,245051,191789,NONTOR
2,13,465211,527404,NONTOR
208,-1,208,-1,NONTOR
33,13,355502,358249,NONTOR
37,13,479951,480106,NONTOR
34,12,525377,548166,NONTOR
3,13,425036,424980,NONTOR
437,470,3044022,3155260,NONTOR
19,12,452966,484369,NONTOR
38,13,252166,299285,NONTOR
3621,51464,6894,239918,NONTOR
34,13,584319,584731,NONTOR
31,13,345081,387585,NONTOR
300,-1,5896,-1,NONTOR
40,26,867195,821339,NONTOR
42,33,65922,65826,NONTOR
247,-1,1438,-1,NONTOR
38,13,665521,665441,NONTOR
1653,6413,9258940,9293774,NONTOR
23,12,661962,661829,NONTOR
190,-1,805,-1,NONTOR
227,-1,909,-1,NONTOR
23,13,645406,645226,NONTOR
34,13,316187,316141,NONTOR
225,-1,1143,-1,NONTOR
22,13,519062,518999,NONTOR
7,12,549405,549206,NONTOR
37,13,501020,500874,NONTOR
37,13,674515,724528,NONTOR
1697,49753,318469,213431,NONTOR
293,-1,476,-1,NONTOR
3,12,545246,545157,NONTOR
22,13,542065,591595,NONTOR
38,13,392970,444156,NONTOR
38,13,684551,684372,NONTOR
37,13,444353,481104,NONTOR
38,13,594188,594425,NONTOR
38,13,529158,584619,NONTOR
37,13,566857,616488,NONTOR
3,13,434014,483190,NONTOR
1,13,617384,617307,NONTOR
37,13,469268,469186,NONTOR
22,13,879903,922548,NONTOR
1436,5042,9144141,9156485,NONTOR
313,-1,27291,-1,NONTOR
30,27,23934,23919,NONTOR
227,-1,315,-1,NONTOR
17,13,584100,659392,NONTOR
326,-1,348,-1,NONTOR
37,12,1134868,1134807,NONTOR
21,12,657200,703806,NONTOR
22,13,606831,606729,NONTOR
7,12,686134,739246,NONTOR
38,13,479154,533306,NONTOR
38,13,530646,530895,NONTOR
38,13,417110,417041,NONTOR
38,13,1020030,1019970,NONTOR
38,13,1075958,1216663,NONTOR
38,13,455965,498670,NONTOR
1141,2078,623499,677033,NONTOR
319,-1,13679,-1,NONTOR
21,13,1305606,1254886,NONTOR
38,13,661987,661934,NONTOR
37,13,543816,543718,NONTOR
12,13,608053,652883,NONTOR
38,13,509299,558335,NONTOR
38,13,641717,649833,NONTOR
22,13,877550,921794,NONTOR
37,13,1014914,1015164,NONTOR
23,13,497382,721090,NONTOR
38,13,744071,982304,NONTOR
38,13,527519,332945,NONTOR
1599,96145,1472406,1522978,NONTOR
21,13,641461,647640,NONTOR
21,13,421766,421681,NONTOR
38,13,574460,620167,NONTOR
292,-1,3187,-1,NONTOR
3,12,875168,875061,NONTOR
20,12,510153,510148,NONTOR
228,-1,20653,-1,NONTOR
21,13,273032,320321,NONTOR
1638,12153,12296201,12293994,NONTOR
302,-1,5205,-1,NONTOR
306,-1,7116,-1,NONTOR
5,12,492497,583358,NONTOR
3,12,671268,675013,NONTOR
7,12,507395,507314,NONTOR
0,12,703411,703909,NONTOR
4,12,382100,782069,NONTOR
38,13,353278,379231,NONTOR
37,13,553636,553469,NONTOR
4,13,406751,406661,NONTOR
5,12,461767,461685,NONTOR
22,13,404679,404586,NONTOR
17,12,380558,390289,NONTOR
2,12,422862,471540,NONTOR
243,-1,83633,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
3,13,578879,578693,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
-1,-1,-1,-1,NONTOR
82,679,329,679,NONTOR
52,913,527,913,NONTOR
2,4,1586249,1634312,NONTOR
47,947,453,947,NONTOR
52,972,483,972,NONTOR
2,2666,26926,44981,NONTOR
47,965,476,965,NONTOR
43,1045,603,1045,NONTOR
59,3493,3013,3493,NONTOR
2,19,58179,58215,NONTOR
48,1024,521,1024,NONTOR
2,25,48701,48779,NONTOR
49,946,449,946,NONTOR
217,857,356,857,NONTOR
214,1,5360364,5359145,NONTOR
51702,50095,8381940,8431479,NONTOR
49139,-1,49139,-1,NONTOR
151,138,1122991,1331274,NONTOR
105656,56361,9641242,9861368,NONTOR
226054,23714,226054,23714,NONTOR
1,25,4147980,4047701,NONTOR
61,0,1822161,2062220,NONTOR
1,85,10036602,9757059,NONTOR
156,1,9303538,9303544,NONTOR
1,140,6698730,6418124,NONTOR
-1,-1,-1,-1,NONTOR
-1,38511,-1,38511,NONTOR
357938,350468,6240798,6240291,NONTOR
38245,-1,38245,-1,NONTOR
1,91,8146343,7903485,NONTOR
238,1,7486080,7857990,NONTOR
1,56,887781,799017,NONTOR
237,1076,3794987,5749435,NONTOR
50203,249916,4063638,3827258,NONTOR
40,0,950048,948927,NONTOR
56,99,1992254,2231785,NONTOR
118,370,5027205,5378266,NONTOR
0,34,959837,998428,NONTOR
148,118,8290976,8296849,NONTOR
1,62,8291016,8292094,NONTOR
97,94,9649731,10009108,NONTOR
16,0,2979237,4029152,NONTOR
1,43,1006979,1200988,NONTOR
121,1,3387502,3226452,NONTOR
51410,50464,10009557,9658666,NONTOR
0,59,1000411,998928,NONTOR
273,1,9650476,9650499,NONTOR
0,59,2051767,1810187,NONTOR
88,0,4100707,4100768,NONTOR
1,90,1046285,1201098,NONTOR
401607,400814,4641352,4642111,NONTOR
196,959,5458284,5912848,NONTOR
318,1045,8026157,8029094,NONTOR
16,0,2544423,1541523,NONTOR
16,0,100177,95971,NONTOR
261,199926,1026929,1027007,NONTOR
16,0,3047093,1942464,NONTOR
16,0,96666,91790,NONTOR
40262,199899,1006034,806887,NONTOR
16,0,3159275,3258665,NONTOR
491330,-1,491330,-1,NONTOR
0,54,1003533,1004060,NONTOR
1,28,2818573,2517942,NONTOR
73,16,8146215,7903454,NONTOR
158,142,7485928,7857899,NONTOR
40,75,887702,799120,NONTOR
209,43,3795036,5749838,NONTOR
2,8,950046,950068,NONTOR
20,428,6148744,6105253,NONTOR
103,117,5027251,5378476,NONTOR
406509,350455,10000426,10000724,NONTOR
21,40,959820,998447,NONTOR
46,381,8290952,8295781,NONTOR
29,79,8291033,8292076,NONTOR
133,112,9649711,10009096,NONTOR
1,18,2979196,4029135,NONTOR
20,44,1006978,1201072,NONTOR
102,53,3387505,3226372,NONTOR
51263,50540,10009548,9658616,NONTOR
18,45,1000329,998960,NONTOR
268,57,9650461,9650526,NONTOR
10,24,2051739,1810196,NONTOR
69,166,4100634,4100746,NONTOR
40,66,1046274,1201180,NONTOR
1,27,2544448,1543249,NONTOR
1,27,100243,96013,NONTOR
1,27,102378,101869,NONTOR
310,199900,1026920,1026954,NONTOR
1,27,3047138,1942390,NONTOR
1,26,96748,96069,NONTOR
1,27,128296,125415,NONTOR
40261,199854,1006047,806893,NONTOR
1,26,3159229,3257324,NONTOR
25,23,1003512,1004001,NONTOR
77,1,9270878,9271885,NONTOR
188,173,77773,39287,NONTOR
62,1,6801684,6802626,NONTOR
52,1,245154,245219,NONTOR
62,1,103314,78703,NONTOR
50190,4,998591,1029274,NONTOR
63,1,1653831,1562604,NONTOR
57,0,447843,447780,NONTOR
56,0,186796,501272,NONTOR
63,1,95845,92283,NONTOR
60,1,108380,113642,NONTOR
59,1,190469,191077,NONTOR
257116,316468,1061554,1002565,NONTOR
50,0,335432,336210,NONTOR
61,1,106377,106706,NONTOR
1493648,1547796,1493648,1547796,NONTOR
62,1,105373,450815,NONTOR
57,1,2474099,3235921,NONTOR
38,1,5384333,5388731,NONTOR
43,0,107841,121229,NONTOR
44,0,107937,110642,NONTOR
45,1,107706,119831,NONTOR
42,1,434655,251407,NONTOR
44,1,123318,122289,NONTOR
41,1,108119,117953,NONTOR
36,0,108552,108664,NONTOR
469042,450764,562231,567880,NONTOR
44,1,154135,112345,NONTOR
363170,418906,363170,418906,NONTOR
46,0,2883630,2332649,NONTOR
2516006,2499164,10005009,10021599,NONTOR
2560990,2508355,7470199,10004065,NONTOR
10046955,2552119,10046955,10018595,NONTOR
46995,99521,953117,901161,NONTOR
2593195,2600908,10005274,10000831,NONTOR
2652819,2651655,7350098,10036119,NONTOR
2652726,2651441,7347765,10014214,NONTOR
829822,880654,829822,880654,NONTOR
38817,1219573,7310339,10050178,NONTOR
46,1,324748,3015412,NONTOR
46,1,108337,108814,NONTOR
4431,8,11755453,11804861,NONTOR
45,1,252239,652713,NONTOR
63,1,107188,462153,NONTOR
62,0,301311,300926,NONTOR
61,1,95933,94780,NONTOR
62,0,202358,206563,NONTOR
62,1,105060,119080,NONTOR
62,1,584601,589519,NONTOR
60,1,179994,186863,NONTOR
242971,200325,1017935,1029770,NONTOR
52,0,117750,118604,NONTOR
55,0,110625,97763,NONTOR
61,1,107707,80959,NONTOR
62,1,106862,78057,NONTOR
60,1,104510,105163,NONTOR
61,1,306637,306862,NONTOR
121867,172341,121867,172341,NONTOR
62,1,200167,200636,NONTOR
117,1,2375417,6189253,NONTOR
2822421,7206556,7208767,7206556,NONTOR
10031190,2811672,10031190,7203614,NONTOR
2808005,2807533,10023909,7204700,NONTOR
418248,450613,619362,594101,NONTOR
2016545,2806713,6004263,7222499,NONTOR
2853286,2811526,7175755,7227301,NONTOR
2016539,2018965,2016539,2018965,NONTOR
2812262,2802127,7203811,7204214,NONTOR
10045279,2801010,10045279,7203920,NONTOR
2849797,2800870,10059202,7200982,NONTOR
2907816,2856201,10039173,7159917,NONTOR
-1,-1,-1,-1,NONTOR
2951973,2900561,10030754,7104509,NONTOR
3002492,2950830,10012234,7053438,NONTOR
-1,-1,-1,-1,NONTOR
3002297,3001328,10041263,7003324,NONTOR
3052633,3005307,10036182,7003131,NONTOR
3052404,3055787,10006488,6952748,NONTOR
12605356,12605460,12605356,12605460,NONTOR
10043227,3051288,10043227,6952357,NONTOR
3102392,3051034,10032717,6954126,NONTOR
-1,-1,-1,-1,NONTOR
3153063,3101389,10011254,6903669,NONTOR
3152309,3151359,10019306,6853253,NONTOR
3147581,3152328,10042675,6852765,NONTOR
-1,-1,-1,-1,NONTOR
3210537,3151386,6820359,10005918,NONTOR
3202232,3205857,6806542,10001404,NONTOR
10005629,3202151,10005629,10021128,NONTOR
-1,-1,-1,-1,NONTOR
3233540,3200643,10003538,10039569,NONTOR
